Code,dnds,Gene,Species,Mutualist,Pair,Transition
Peltophorum_dubium,0.105757,OG0020238,Peltophorum_dubium,F,f,gain
Calliandra_eriophylla,0.150257,OG0020238,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.150257,OG0020238,Calliandra_humilis,F,c,loss
Mimosa_grahamii,0.150257,OG0020238,Mimosa_grahamii,F,a,loss
Mimosa_aculeaticarpa,0.150257,OG0020238,Mimosa_aculeaticarpa,M,a,loss
Dalea_mollissima,0.150257,OG0020238,Dalea_mollissima,M,b,loss
Dalea_mollis1,0.28867,OG0020240,Dalea_mollis,F,b,loss
Senna_italica,0.509281,OG0020240,Senna_italica,M,e,gain
Senna_didymobotrya,0.509281,OG0020240,Senna_didymobotrya,F,e,gain
Senna_occidentalis,0.509281,OG0020240,Senna_occidentalis,F,d,gain
Senna_barclayana,0.28867,OG0020240,Senna_barclayana,M,d,gain
Peltophorum_africanum,0.509281,OG0020240,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.509281,OG0020240,Peltophorum_dubium,F,f,gain
Mimosa_aculeaticarpa,0.28867,OG0020240,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.28867,OG0020240,Mimosa_grahamii,F,a,loss
Calliandra_humilis,0.28867,OG0020240,Calliandra_humilis,F,c,loss
Calliandra_eriophylla,0.28867,OG0020240,Calliandra_eriophylla,M,c,loss
Dalea_mollissima,0.28867,OG0020240,Dalea_mollissima,M,b,loss
Dalea_mollissima,0.303506,OG0020242,Dalea_mollissima,M,b,loss
Senna_italica,0.261836,OG0020242,Senna_italica,M,e,gain
Senna_didymobotrya,0.261836,OG0020242,Senna_didymobotrya,F,e,gain
Senna_barclayana,0.303506,OG0020242,Senna_barclayana,M,d,gain
Senna_occidentalis,0.261836,OG0020242,Senna_occidentalis,F,d,gain
Peltophorum_dubium,0.261836,OG0020242,Peltophorum_dubium,F,f,gain
Peltophorum_africanum,0.261836,OG0020242,Peltophorum_africanum,M,f,gain
Mimosa_aculeaticarpa,0.303506,OG0020242,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.303506,OG0020242,Mimosa_grahamii,F,a,loss
Calliandra_eriophylla,0.303506,OG0020242,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.303506,OG0020242,Calliandra_humilis,F,c,loss
Dalea_mollis1,0.303506,OG0020242,Dalea_mollis,F,b,loss
Peltophorum_dubium,0.297821,OG0020251,Peltophorum_dubium,F,f,gain
Calliandra_humilis,0.0960527,OG0020251,Calliandra_humilis,F,c,loss
Calliandra_eriophylla,0.0960527,OG0020251,Calliandra_eriophylla,M,c,loss
Mimosa_aculeaticarpa,0.0960527,OG0020251,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.0960527,OG0020251,Mimosa_grahamii,F,a,loss
Senna_barclayana,0.0960527,OG0020251,Senna_barclayana,M,d,gain
Senna_occidentalis,0.297821,OG0020251,Senna_occidentalis,F,d,gain
Senna_italica,0.297821,OG0020251,Senna_italica,M,e,gain
Senna_didymobotrya,0.297821,OG0020251,Senna_didymobotrya,F,e,gain
Dalea_mollis1,0.0960527,OG0020251,Dalea_mollis,F,b,loss
Dalea_mollissima,0.0960527,OG0020251,Dalea_mollissima,M,b,loss
Peltophorum_africanum,0.297821,OG0020251,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.214207,OG0020259,Peltophorum_dubium,F,f,gain
Calliandra_humilis,0.139122,OG0020259,Calliandra_humilis,F,c,loss
Calliandra_eriophylla,0.139122,OG0020259,Calliandra_eriophylla,M,c,loss
Mimosa_aculeaticarpa,0.139122,OG0020259,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.139122,OG0020259,Mimosa_grahamii,F,a,loss
Senna_italica,0.214207,OG0020259,Senna_italica,M,e,gain
Senna_didymobotrya,0.214207,OG0020259,Senna_didymobotrya,F,e,gain
Senna_barclayana,0.139122,OG0020259,Senna_barclayana,M,d,gain
Senna_occidentalis,0.214207,OG0020259,Senna_occidentalis,F,d,gain
Dalea_mollis1,0.139122,OG0020259,Dalea_mollis,F,b,loss
Dalea_mollissima,0.139122,OG0020259,Dalea_mollissima,M,b,loss
Peltophorum_africanum,0.214207,OG0020259,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.613008,OG0020260,Peltophorum_dubium,F,f,gain
Senna_didymobotrya,0.613008,OG0020260,Senna_didymobotrya,F,e,gain
Senna_italica,0.613008,OG0020260,Senna_italica,M,e,gain
Senna_barclayana,0.275715,OG0020260,Senna_barclayana,M,d,gain
Senna_occidentalis,0.613008,OG0020260,Senna_occidentalis,F,d,gain
Mimosa_aculeaticarpa,0.275715,OG0020260,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.275715,OG0020260,Mimosa_grahamii,F,a,loss
Calliandra_eriophylla,0.275715,OG0020260,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.275715,OG0020260,Calliandra_humilis,F,c,loss
Dalea_mollis1,0.275715,OG0020260,Dalea_mollis,F,b,loss
Dalea_mollissima,0.275715,OG0020260,Dalea_mollissima,M,b,loss
Peltophorum_africanum,0.613008,OG0020260,Peltophorum_africanum,M,f,gain
Peltophorum_africanum,0.233392,OG0020261,Peltophorum_africanum,M,f,gain
Senna_barclayana,0.100361,OG0020261,Senna_barclayana,M,d,gain
Senna_occidentalis,0.233392,OG0020261,Senna_occidentalis,F,d,gain
Senna_didymobotrya,0.233392,OG0020261,Senna_didymobotrya,F,e,gain
Senna_italica,0.233392,OG0020261,Senna_italica,M,e,gain
Mimosa_grahamii,0.100361,OG0020261,Mimosa_grahamii,F,a,loss
Mimosa_aculeaticarpa,0.100361,OG0020261,Mimosa_aculeaticarpa,M,a,loss
Calliandra_eriophylla,0.100361,OG0020261,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.100361,OG0020261,Calliandra_humilis,F,c,loss
Dalea_mollis1,0.100361,OG0020261,Dalea_mollis,F,b,loss
Dalea_mollissima,0.100361,OG0020261,Dalea_mollissima,M,b,loss
Peltophorum_dubium,0.233392,OG0020261,Peltophorum_dubium,F,f,gain
Peltophorum_dubium,0.410586,OG0020269,Peltophorum_dubium,F,f,gain
Dalea_mollissima,0.268971,OG0020269,Dalea_mollissima,M,b,loss
Dalea_mollis1,0.268971,OG0020269,Dalea_mollis,F,b,loss
Senna_occidentalis,0.410586,OG0020269,Senna_occidentalis,F,d,gain
Senna_barclayana,0.268971,OG0020269,Senna_barclayana,M,d,gain
Senna_didymobotrya,0.410586,OG0020269,Senna_didymobotrya,F,e,gain
Senna_italica,0.410586,OG0020269,Senna_italica,M,e,gain
Mimosa_grahamii,0.268971,OG0020269,Mimosa_grahamii,F,a,loss
Mimosa_aculeaticarpa,0.268971,OG0020269,Mimosa_aculeaticarpa,M,a,loss
Calliandra_eriophylla,0.268971,OG0020269,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.268971,OG0020269,Calliandra_humilis,F,c,loss
Peltophorum_africanum,0.410586,OG0020269,Peltophorum_africanum,M,f,gain
Senna_italica,0.228763,OG0020271,Senna_italica,M,e,gain
Senna_barclayana,0.0705607,OG0020271,Senna_barclayana,M,d,gain
Senna_occidentalis,0.228763,OG0020271,Senna_occidentalis,F,d,gain
Calliandra_humilis,0.0705607,OG0020271,Calliandra_humilis,F,c,loss
Calliandra_eriophylla,0.0705607,OG0020271,Calliandra_eriophylla,M,c,loss
Mimosa_grahamii,0.0705607,OG0020271,Mimosa_grahamii,F,a,loss
Mimosa_aculeaticarpa,0.0705607,OG0020271,Mimosa_aculeaticarpa,M,a,loss
Peltophorum_africanum,0.228763,OG0020271,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.228763,OG0020271,Peltophorum_dubium,F,f,gain
Dalea_mollis1,0.0705607,OG0020271,Dalea_mollis,F,b,loss
Dalea_mollissima,0.0705607,OG0020271,Dalea_mollissima,M,b,loss
Senna_didymobotrya,0.228763,OG0020271,Senna_didymobotrya,F,e,gain
Senna_italica,0.323788,OG0020273,Senna_italica,M,e,gain
Senna_barclayana,0.297086,OG0020273,Senna_barclayana,M,d,gain
Senna_occidentalis,0.323788,OG0020273,Senna_occidentalis,F,d,gain
Mimosa_grahamii,0.297086,OG0020273,Mimosa_grahamii,F,a,loss
Mimosa_aculeaticarpa,0.297086,OG0020273,Mimosa_aculeaticarpa,M,a,loss
Calliandra_eriophylla,0.297086,OG0020273,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.297086,OG0020273,Calliandra_humilis,F,c,loss
Peltophorum_dubium,0.323788,OG0020273,Peltophorum_dubium,F,f,gain
Peltophorum_africanum,0.323788,OG0020273,Peltophorum_africanum,M,f,gain
Dalea_mollis1,0.297086,OG0020273,Dalea_mollis,F,b,loss
Dalea_mollissima,0.297086,OG0020273,Dalea_mollissima,M,b,loss
Senna_didymobotrya,0.323788,OG0020273,Senna_didymobotrya,F,e,gain
Dalea_mollis1,0.0405646,OG0020276,Dalea_mollis,F,b,loss
Senna_didymobotrya,0.0631934,OG0020276,Senna_didymobotrya,F,e,gain
Senna_italica,0.0631934,OG0020276,Senna_italica,M,e,gain
Senna_barclayana,0.0405646,OG0020276,Senna_barclayana,M,d,gain
Senna_occidentalis,0.0631934,OG0020276,Senna_occidentalis,F,d,gain
Calliandra_eriophylla,0.0405646,OG0020276,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.0405646,OG0020276,Calliandra_humilis,F,c,loss
Mimosa_aculeaticarpa,0.0405646,OG0020276,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.0405646,OG0020276,Mimosa_grahamii,F,a,loss
Peltophorum_africanum,0.0631934,OG0020276,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.0631934,OG0020276,Peltophorum_dubium,F,f,gain
Dalea_mollissima,0.0405646,OG0020276,Dalea_mollissima,M,b,loss
Dalea_mollis1,0.199805,OG0020277,Dalea_mollis,F,b,loss
Calliandra_eriophylla,0.199805,OG0020277,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.199805,OG0020277,Calliandra_humilis,F,c,loss
Mimosa_aculeaticarpa,0.199805,OG0020277,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.199805,OG0020277,Mimosa_grahamii,F,a,loss
Senna_didymobotrya,0.332595,OG0020277,Senna_didymobotrya,F,e,gain
Senna_italica,0.332595,OG0020277,Senna_italica,M,e,gain
Senna_barclayana,0.199805,OG0020277,Senna_barclayana,M,d,gain
Senna_occidentalis,0.332595,OG0020277,Senna_occidentalis,F,d,gain
Peltophorum_africanum,0.332595,OG0020277,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.332595,OG0020277,Peltophorum_dubium,F,f,gain
Dalea_mollissima,0.199805,OG0020277,Dalea_mollissima,M,b,loss
Dalea_mollis1,0.35475,OG0020279,Dalea_mollis,F,b,loss
Mimosa_aculeaticarpa,0.35475,OG0020279,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.35475,OG0020279,Mimosa_grahamii,F,a,loss
Calliandra_eriophylla,0.35475,OG0020279,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.35475,OG0020279,Calliandra_humilis,F,c,loss
Peltophorum_dubium,0.285377,OG0020279,Peltophorum_dubium,F,f,gain
Peltophorum_africanum,0.285377,OG0020279,Peltophorum_africanum,M,f,gain
Senna_occidentalis,0.285377,OG0020279,Senna_occidentalis,F,d,gain
Senna_barclayana,0.35475,OG0020279,Senna_barclayana,M,d,gain
Senna_didymobotrya,0.285377,OG0020279,Senna_didymobotrya,F,e,gain
Senna_italica,0.285377,OG0020279,Senna_italica,M,e,gain
Dalea_mollissima,0.35475,OG0020279,Dalea_mollissima,M,b,loss
Dalea_mollis1,0.0538294,OG0020284,Dalea_mollis,F,b,loss
Senna_didymobotrya,0.151304,OG0020284,Senna_didymobotrya,F,e,gain
Senna_italica,0.151304,OG0020284,Senna_italica,M,e,gain
Senna_barclayana,0.0538294,OG0020284,Senna_barclayana,M,d,gain
Senna_occidentalis,0.151304,OG0020284,Senna_occidentalis,F,d,gain
Peltophorum_dubium,0.151304,OG0020284,Peltophorum_dubium,F,f,gain
Peltophorum_africanum,0.151304,OG0020284,Peltophorum_africanum,M,f,gain
Calliandra_humilis,0.0538294,OG0020284,Calliandra_humilis,F,c,loss
Calliandra_eriophylla,0.0538294,OG0020284,Calliandra_eriophylla,M,c,loss
Mimosa_grahamii,0.0538294,OG0020284,Mimosa_grahamii,F,a,loss
Mimosa_aculeaticarpa,0.0538294,OG0020284,Mimosa_aculeaticarpa,M,a,loss
Dalea_mollissima,0.0538294,OG0020284,Dalea_mollissima,M,b,loss
Dalea_mollis1,0.118845,OG0020286,Dalea_mollis,F,b,loss
Peltophorum_africanum,0.0867097,OG0020286,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.0867097,OG0020286,Peltophorum_dubium,F,f,gain
Calliandra_eriophylla,0.118845,OG0020286,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.118845,OG0020286,Calliandra_humilis,F,c,loss
Mimosa_aculeaticarpa,0.118845,OG0020286,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.118845,OG0020286,Mimosa_grahamii,F,a,loss
Senna_barclayana,0.118845,OG0020286,Senna_barclayana,M,d,gain
Senna_occidentalis,0.0867097,OG0020286,Senna_occidentalis,F,d,gain
Senna_didymobotrya,0.0867097,OG0020286,Senna_didymobotrya,F,e,gain
Senna_italica,0.0867097,OG0020286,Senna_italica,M,e,gain
Dalea_mollissima,0.118845,OG0020286,Dalea_mollissima,M,b,loss
Dalea_mollis1,0.24206,OG0020290,Dalea_mollis,F,b,loss
Peltophorum_africanum,0.305904,OG0020290,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.305904,OG0020290,Peltophorum_dubium,F,f,gain
Calliandra_eriophylla,0.24206,OG0020290,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.24206,OG0020290,Calliandra_humilis,F,c,loss
Mimosa_aculeaticarpa,0.24206,OG0020290,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.24206,OG0020290,Mimosa_grahamii,F,a,loss
Senna_barclayana,0.24206,OG0020290,Senna_barclayana,M,d,gain
Senna_occidentalis,0.305904,OG0020290,Senna_occidentalis,F,d,gain
Senna_didymobotrya,0.305904,OG0020290,Senna_didymobotrya,F,e,gain
Senna_italica,0.305904,OG0020290,Senna_italica,M,e,gain
Dalea_mollissima,0.24206,OG0020290,Dalea_mollissima,M,b,loss
Dalea_mollis1,0.159419,OG0020291,Dalea_mollis,F,b,loss
Senna_barclayana,0.159419,OG0020291,Senna_barclayana,M,d,gain
Senna_occidentalis,0.214356,OG0020291,Senna_occidentalis,F,d,gain
Senna_didymobotrya,0.214356,OG0020291,Senna_didymobotrya,F,e,gain
Senna_italica,0.214356,OG0020291,Senna_italica,M,e,gain
Peltophorum_africanum,0.214356,OG0020291,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.214356,OG0020291,Peltophorum_dubium,F,f,gain
Calliandra_eriophylla,0.159419,OG0020291,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.159419,OG0020291,Calliandra_humilis,F,c,loss
Mimosa_aculeaticarpa,0.159419,OG0020291,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.159419,OG0020291,Mimosa_grahamii,F,a,loss
Dalea_mollissima,0.159419,OG0020291,Dalea_mollissima,M,b,loss
Mimosa_grahamii,0.13805,OG0020292,Mimosa_grahamii,F,a,loss
Calliandra_eriophylla,0.13805,OG0020292,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.13805,OG0020292,Calliandra_humilis,F,c,loss
Senna_occidentalis,0.562091,OG0020292,Senna_occidentalis,F,d,gain
Senna_barclayana,0.13805,OG0020292,Senna_barclayana,M,d,gain
Senna_italica,0.562091,OG0020292,Senna_italica,M,e,gain
Senna_didymobotrya,0.562091,OG0020292,Senna_didymobotrya,F,e,gain
Peltophorum_africanum,0.562091,OG0020292,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.562091,OG0020292,Peltophorum_dubium,F,f,gain
Dalea_mollis1,0.13805,OG0020292,Dalea_mollis,F,b,loss
Dalea_mollissima,0.13805,OG0020292,Dalea_mollissima,M,b,loss
Mimosa_aculeaticarpa,0.13805,OG0020292,Mimosa_aculeaticarpa,M,a,loss
Dalea_mollis1,0.252981,OG0020294,Dalea_mollis,F,b,loss
Senna_barclayana,0.252981,OG0020294,Senna_barclayana,M,d,gain
Senna_occidentalis,0.248529,OG0020294,Senna_occidentalis,F,d,gain
Senna_didymobotrya,0.248529,OG0020294,Senna_didymobotrya,F,e,gain
Senna_italica,0.248529,OG0020294,Senna_italica,M,e,gain
Peltophorum_africanum,0.248529,OG0020294,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.248529,OG0020294,Peltophorum_dubium,F,f,gain
Calliandra_eriophylla,0.252981,OG0020294,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.252981,OG0020294,Calliandra_humilis,F,c,loss
Mimosa_aculeaticarpa,0.252981,OG0020294,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.252981,OG0020294,Mimosa_grahamii,F,a,loss
Dalea_mollissima,0.252981,OG0020294,Dalea_mollissima,M,b,loss
Senna_barclayana,0.110815,OG0020300,Senna_barclayana,M,d,gain
Senna_didymobotrya,0.212264,OG0020300,Senna_didymobotrya,F,e,gain
Senna_italica,0.212264,OG0020300,Senna_italica,M,e,gain
Dalea_mollis1,0.110815,OG0020300,Dalea_mollis,F,b,loss
Dalea_mollissima,0.110815,OG0020300,Dalea_mollissima,M,b,loss
Calliandra_humilis,0.110815,OG0020300,Calliandra_humilis,F,c,loss
Calliandra_eriophylla,0.110815,OG0020300,Calliandra_eriophylla,M,c,loss
Mimosa_aculeaticarpa,0.110815,OG0020300,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.110815,OG0020300,Mimosa_grahamii,F,a,loss
Peltophorum_africanum,0.212264,OG0020300,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.212264,OG0020300,Peltophorum_dubium,F,f,gain
Senna_occidentalis,0.212264,OG0020300,Senna_occidentalis,F,d,gain
Senna_barclayana,0.260638,OG0020302,Senna_barclayana,M,d,gain
Senna_didymobotrya,0.314145,OG0020302,Senna_didymobotrya,F,e,gain
Senna_italica,0.314145,OG0020302,Senna_italica,M,e,gain
Peltophorum_africanum,0.314145,OG0020302,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.314145,OG0020302,Peltophorum_dubium,F,f,gain
Mimosa_aculeaticarpa,0.260638,OG0020302,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.260638,OG0020302,Mimosa_grahamii,F,a,loss
Calliandra_eriophylla,0.260638,OG0020302,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.260638,OG0020302,Calliandra_humilis,F,c,loss
Dalea_mollis1,0.260638,OG0020302,Dalea_mollis,F,b,loss
Dalea_mollissima,0.260638,OG0020302,Dalea_mollissima,M,b,loss
Senna_occidentalis,0.314145,OG0020302,Senna_occidentalis,F,d,gain
Peltophorum_dubium,0.175012,OG0020310,Peltophorum_dubium,F,f,gain
Senna_italica,0.175012,OG0020310,Senna_italica,M,e,gain
Senna_didymobotrya,0.175012,OG0020310,Senna_didymobotrya,F,e,gain
Senna_occidentalis,0.175012,OG0020310,Senna_occidentalis,F,d,gain
Senna_barclayana,0.114346,OG0020310,Senna_barclayana,M,d,gain
Dalea_mollissima,0.114346,OG0020310,Dalea_mollissima,M,b,loss
Dalea_mollis1,0.114346,OG0020310,Dalea_mollis,F,b,loss
Mimosa_aculeaticarpa,0.114346,OG0020310,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.114346,OG0020310,Mimosa_grahamii,F,a,loss
Calliandra_eriophylla,0.114346,OG0020310,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.114346,OG0020310,Calliandra_humilis,F,c,loss
Peltophorum_africanum,0.175012,OG0020310,Peltophorum_africanum,M,f,gain
Senna_barclayana,0.225306,OG0020314,Senna_barclayana,M,d,gain
Senna_italica,0.146813,OG0020314,Senna_italica,M,e,gain
Senna_didymobotrya,0.146813,OG0020314,Senna_didymobotrya,F,e,gain
Peltophorum_africanum,0.146813,OG0020314,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.146813,OG0020314,Peltophorum_dubium,F,f,gain
Calliandra_eriophylla,0.225306,OG0020314,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.225306,OG0020314,Calliandra_humilis,F,c,loss
Mimosa_aculeaticarpa,0.225306,OG0020314,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.225306,OG0020314,Mimosa_grahamii,F,a,loss
Dalea_mollis1,0.225306,OG0020314,Dalea_mollis,F,b,loss
Dalea_mollissima,0.225306,OG0020314,Dalea_mollissima,M,b,loss
Senna_occidentalis,0.146813,OG0020314,Senna_occidentalis,F,d,gain
Dalea_mollis1,0.129407,OG0020318,Dalea_mollis,F,b,loss
Senna_barclayana,0.129407,OG0020318,Senna_barclayana,M,d,gain
Senna_occidentalis,0.265902,OG0020318,Senna_occidentalis,F,d,gain
Senna_didymobotrya,0.265902,OG0020318,Senna_didymobotrya,F,e,gain
Senna_italica,0.265902,OG0020318,Senna_italica,M,e,gain
Calliandra_eriophylla,0.129407,OG0020318,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.129407,OG0020318,Calliandra_humilis,F,c,loss
Mimosa_aculeaticarpa,0.129407,OG0020318,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.129407,OG0020318,Mimosa_grahamii,F,a,loss
Peltophorum_africanum,0.265902,OG0020318,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.265902,OG0020318,Peltophorum_dubium,F,f,gain
Dalea_mollissima,0.129407,OG0020318,Dalea_mollissima,M,b,loss
Peltophorum_africanum,0.285446,OG0020322,Peltophorum_africanum,M,f,gain
Senna_occidentalis,0.285446,OG0020322,Senna_occidentalis,F,d,gain
Senna_barclayana,0.0808991,OG0020322,Senna_barclayana,M,d,gain
Senna_didymobotrya,0.285446,OG0020322,Senna_didymobotrya,F,e,gain
Senna_italica,0.285446,OG0020322,Senna_italica,M,e,gain
Dalea_mollis1,0.0808991,OG0020322,Dalea_mollis,F,b,loss
Dalea_mollissima,0.0808991,OG0020322,Dalea_mollissima,M,b,loss
Mimosa_aculeaticarpa,0.0808991,OG0020322,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.0808991,OG0020322,Mimosa_grahamii,F,a,loss
Calliandra_eriophylla,0.0808991,OG0020322,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.0808991,OG0020322,Calliandra_humilis,F,c,loss
Peltophorum_dubium,0.285446,OG0020322,Peltophorum_dubium,F,f,gain
Dalea_mollis1,0.565709,OG0020324,Dalea_mollis,F,b,loss
Senna_didymobotrya,0.618724,OG0020324,Senna_didymobotrya,F,e,gain
Senna_italica,0.618724,OG0020324,Senna_italica,M,e,gain
Senna_barclayana,0.565709,OG0020324,Senna_barclayana,M,d,gain
Senna_occidentalis,0.618724,OG0020324,Senna_occidentalis,F,d,gain
Mimosa_grahamii,0.565709,OG0020324,Mimosa_grahamii,F,a,loss
Mimosa_aculeaticarpa,0.565709,OG0020324,Mimosa_aculeaticarpa,M,a,loss
Calliandra_eriophylla,0.565709,OG0020324,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.565709,OG0020324,Calliandra_humilis,F,c,loss
Peltophorum_africanum,0.618724,OG0020324,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.618724,OG0020324,Peltophorum_dubium,F,f,gain
Dalea_mollissima,0.565709,OG0020324,Dalea_mollissima,M,b,loss
Calliandra_eriophylla,0.132026,OG0020331,Calliandra_eriophylla,M,c,loss
Mimosa_aculeaticarpa,0.132026,OG0020331,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.132026,OG0020331,Mimosa_grahamii,F,a,loss
Senna_didymobotrya,0.274663,OG0020331,Senna_didymobotrya,F,e,gain
Senna_italica,0.274663,OG0020331,Senna_italica,M,e,gain
Senna_barclayana,0.132026,OG0020331,Senna_barclayana,M,d,gain
Senna_occidentalis,0.274663,OG0020331,Senna_occidentalis,F,d,gain
Dalea_mollis1,0.132026,OG0020331,Dalea_mollis,F,b,loss
Dalea_mollissima,0.132026,OG0020331,Dalea_mollissima,M,b,loss
Peltophorum_africanum,0.274663,OG0020331,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.274663,OG0020331,Peltophorum_dubium,F,f,gain
Calliandra_humilis,0.132026,OG0020331,Calliandra_humilis,F,c,loss
Dalea_mollis1,0.307235,OG0020334,Dalea_mollis,F,b,loss
Senna_barclayana,0.307235,OG0020334,Senna_barclayana,M,d,gain
Senna_occidentalis,0.127562,OG0020334,Senna_occidentalis,F,d,gain
Senna_didymobotrya,0.127562,OG0020334,Senna_didymobotrya,F,e,gain
Senna_italica,0.127562,OG0020334,Senna_italica,M,e,gain
Calliandra_eriophylla,0.307235,OG0020334,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.307235,OG0020334,Calliandra_humilis,F,c,loss
Mimosa_aculeaticarpa,0.307235,OG0020334,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.307235,OG0020334,Mimosa_grahamii,F,a,loss
Peltophorum_africanum,0.127562,OG0020334,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.127562,OG0020334,Peltophorum_dubium,F,f,gain
Dalea_mollissima,0.307235,OG0020334,Dalea_mollissima,M,b,loss
Senna_didymobotrya,0.264328,OG0020335,Senna_didymobotrya,F,e,gain
Senna_barclayana,0.604981,OG0020335,Senna_barclayana,M,d,gain
Senna_occidentalis,0.264328,OG0020335,Senna_occidentalis,F,d,gain
Peltophorum_dubium,0.264328,OG0020335,Peltophorum_dubium,F,f,gain
Peltophorum_africanum,0.264328,OG0020335,Peltophorum_africanum,M,f,gain
Mimosa_aculeaticarpa,0.604981,OG0020335,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.604981,OG0020335,Mimosa_grahamii,F,a,loss
Calliandra_eriophylla,0.604981,OG0020335,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.604981,OG0020335,Calliandra_humilis,F,c,loss
Dalea_mollis1,0.604981,OG0020335,Dalea_mollis,F,b,loss
Dalea_mollissima,0.604981,OG0020335,Dalea_mollissima,M,b,loss
Senna_italica,0.264328,OG0020335,Senna_italica,M,e,gain
Senna_didymobotrya,0.542319,OG0020344,Senna_didymobotrya,F,e,gain
Senna_occidentalis,0.542319,OG0020344,Senna_occidentalis,F,d,gain
Senna_barclayana,0.146197,OG0020344,Senna_barclayana,M,d,gain
Peltophorum_africanum,0.542319,OG0020344,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.542319,OG0020344,Peltophorum_dubium,F,f,gain
Mimosa_aculeaticarpa,0.146197,OG0020344,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.146197,OG0020344,Mimosa_grahamii,F,a,loss
Calliandra_eriophylla,0.146197,OG0020344,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.146197,OG0020344,Calliandra_humilis,F,c,loss
Dalea_mollis1,0.146197,OG0020344,Dalea_mollis,F,b,loss
Dalea_mollissima,0.146197,OG0020344,Dalea_mollissima,M,b,loss
Senna_italica,0.542319,OG0020344,Senna_italica,M,e,gain
Peltophorum_dubium,0.63556,OG0020345,Peltophorum_dubium,F,f,gain
Calliandra_humilis,0.262214,OG0020345,Calliandra_humilis,F,c,loss
