Code,dnds,Gene,Estimate,Species,Mutualist,Pair,Transition
Senna_barclayana,0.142488,OG0019894,gain,Senna_barclayana,M,d,gain
Senna_occidentalis,0.230151,OG0019894,gain,Senna_occidentalis,F,d,gain
Peltophorum_dubium,0.230151,OG0019894,gain,Peltophorum_dubium,F,f,gain
Senna_barclayana,0.0700975,OG0019897,gain,Senna_barclayana,M,d,gain
Peltophorum_dubium,0.377975,OG0019897,gain,Peltophorum_dubium,F,f,gain
Peltophorum_africanum,0.0700975,OG0019897,gain,Peltophorum_africanum,M,f,gain
Senna_didymobotrya,0.377975,OG0019897,gain,Senna_didymobotrya,F,e,gain
Senna_italica,0.0700975,OG0019897,gain,Senna_italica,M,e,gain
Senna_occidentalis,0.377975,OG0019897,gain,Senna_occidentalis,F,d,gain
Peltophorum_africanum,0.0847861,OG0019898,gain,Peltophorum_africanum,M,f,gain
Senna_italica,0.0847861,OG0019898,gain,Senna_italica,M,e,gain
Senna_didymobotrya,0.231605,OG0019898,gain,Senna_didymobotrya,F,e,gain
Senna_barclayana,0.0847861,OG0019898,gain,Senna_barclayana,M,d,gain
Senna_occidentalis,0.231605,OG0019898,gain,Senna_occidentalis,F,d,gain
Peltophorum_dubium,0.231605,OG0019898,gain,Peltophorum_dubium,F,f,gain
Senna_occidentalis,0.282551,OG0019902,gain,Senna_occidentalis,F,d,gain
Senna_didymobotrya,0.282551,OG0019902,gain,Senna_didymobotrya,F,e,gain
Senna_italica,0.20653,OG0019902,gain,Senna_italica,M,e,gain
Peltophorum_africanum,0.20653,OG0019902,gain,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.282551,OG0019902,gain,Peltophorum_dubium,F,f,gain
Senna_barclayana,0.20653,OG0019902,gain,Senna_barclayana,M,d,gain
Senna_didymobotrya,0.068656,OG0019903,gain,Senna_didymobotrya,F,e,gain
Senna_barclayana,0.417961,OG0019903,gain,Senna_barclayana,M,d,gain
Senna_occidentalis,0.068656,OG0019903,gain,Senna_occidentalis,F,d,gain
Peltophorum_africanum,0.417961,OG0019903,gain,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.068656,OG0019903,gain,Peltophorum_dubium,F,f,gain
Senna_italica,0.417961,OG0019903,gain,Senna_italica,M,e,gain
Senna_italica,0.0863006,OG0019904,gain,Senna_italica,M,e,gain
Senna_barclayana,0.0863006,OG0019904,gain,Senna_barclayana,M,d,gain
Senna_occidentalis,0.223777,OG0019904,gain,Senna_occidentalis,F,d,gain
Peltophorum_africanum,0.0863006,OG0019904,gain,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.223777,OG0019904,gain,Peltophorum_dubium,F,f,gain
Senna_didymobotrya,0.223777,OG0019904,gain,Senna_didymobotrya,F,e,gain
Senna_occidentalis,0.0654255,OG0019906,gain,Senna_occidentalis,F,d,gain
Senna_didymobotrya,0.0654255,OG0019906,gain,Senna_didymobotrya,F,e,gain
Senna_italica,0.230308,OG0019906,gain,Senna_italica,M,e,gain
Peltophorum_africanum,0.230308,OG0019906,gain,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.0654255,OG0019906,gain,Peltophorum_dubium,F,f,gain
Senna_barclayana,0.230308,OG0019906,gain,Senna_barclayana,M,d,gain
Peltophorum_africanum,0.231353,OG0019909,gain,Peltophorum_africanum,M,f,gain
Senna_italica,0.231353,OG0019909,gain,Senna_italica,M,e,gain
Senna_didymobotrya,0.0333426,OG0019909,gain,Senna_didymobotrya,F,e,gain
Senna_barclayana,0.231353,OG0019909,gain,Senna_barclayana,M,d,gain
Senna_occidentalis,0.0333426,OG0019909,gain,Senna_occidentalis,F,d,gain
Peltophorum_dubium,0.0333426,OG0019909,gain,Peltophorum_dubium,F,f,gain
Peltophorum_africanum,0.0665478,OG0019913,gain,Peltophorum_africanum,M,f,gain
Senna_barclayana,0.0665478,OG0019913,gain,Senna_barclayana,M,d,gain
Senna_occidentalis,0.305251,OG0019913,gain,Senna_occidentalis,F,d,gain
Senna_italica,0.0665478,OG0019913,gain,Senna_italica,M,e,gain
Senna_didymobotrya,0.305251,OG0019913,gain,Senna_didymobotrya,F,e,gain
Peltophorum_dubium,0.305251,OG0019913,gain,Peltophorum_dubium,F,f,gain
Peltophorum_africanum,0.240769,OG0019914,gain,Peltophorum_africanum,M,f,gain
Senna_italica,0.240769,OG0019914,gain,Senna_italica,M,e,gain
Senna_didymobotrya,0.219489,OG0019914,gain,Senna_didymobotrya,F,e,gain
Senna_barclayana,0.240769,OG0019914,gain,Senna_barclayana,M,d,gain
Senna_occidentalis,0.219489,OG0019914,gain,Senna_occidentalis,F,d,gain
Peltophorum_dubium,0.219489,OG0019914,gain,Peltophorum_dubium,F,f,gain
Senna_occidentalis,0.600419,OG0019915,gain,Senna_occidentalis,F,d,gain
Senna_didymobotrya,0.600419,OG0019915,gain,Senna_didymobotrya,F,e,gain
Senna_italica,0.500778,OG0019915,gain,Senna_italica,M,e,gain
Peltophorum_africanum,0.500778,OG0019915,gain,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.600419,OG0019915,gain,Peltophorum_dubium,F,f,gain
Senna_barclayana,0.500778,OG0019915,gain,Senna_barclayana,M,d,gain
Peltophorum_africanum,0.235098,OG0019917,gain,Peltophorum_africanum,M,f,gain
Senna_occidentalis,0.26461,OG0019917,gain,Senna_occidentalis,F,d,gain
Senna_barclayana,0.235098,OG0019917,gain,Senna_barclayana,M,d,gain
Senna_didymobotrya,0.26461,OG0019917,gain,Senna_didymobotrya,F,e,gain
Senna_italica,0.235098,OG0019917,gain,Senna_italica,M,e,gain
Peltophorum_dubium,0.26461,OG0019917,gain,Peltophorum_dubium,F,f,gain
Peltophorum_africanum,0.51298,OG0019919,gain,Peltophorum_africanum,M,f,gain
Senna_barclayana,0.51298,OG0019919,gain,Senna_barclayana,M,d,gain
Senna_occidentalis,0.332004,OG0019919,gain,Senna_occidentalis,F,d,gain
Senna_italica,0.51298,OG0019919,gain,Senna_italica,M,e,gain
Senna_didymobotrya,0.332004,OG0019919,gain,Senna_didymobotrya,F,e,gain
Peltophorum_dubium,0.332004,OG0019919,gain,Peltophorum_dubium,F,f,gain
Senna_occidentalis,0.180748,OG0019921,gain,Senna_occidentalis,F,d,gain
Senna_didymobotrya,0.180748,OG0019921,gain,Senna_didymobotrya,F,e,gain
Senna_italica,0.364036,OG0019921,gain,Senna_italica,M,e,gain
Peltophorum_africanum,0.364036,OG0019921,gain,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.180748,OG0019921,gain,Peltophorum_dubium,F,f,gain
Senna_barclayana,0.364036,OG0019921,gain,Senna_barclayana,M,d,gain
Senna_occidentalis,0.0608982,OG0019923,gain,Senna_occidentalis,F,d,gain
Peltophorum_dubium,0.0608982,OG0019923,gain,Peltophorum_dubium,F,f,gain
Peltophorum_africanum,0.261258,OG0019923,gain,Peltophorum_africanum,M,f,gain
Senna_didymobotrya,0.0608982,OG0019923,gain,Senna_didymobotrya,F,e,gain
Senna_italica,0.261258,OG0019923,gain,Senna_italica,M,e,gain
Senna_barclayana,0.261258,OG0019923,gain,Senna_barclayana,M,d,gain
Senna_didymobotrya,0.509723,OG0019924,gain,Senna_didymobotrya,F,e,gain
Senna_occidentalis,0.509723,OG0019924,gain,Senna_occidentalis,F,d,gain
Senna_barclayana,0.147826,OG0019924,gain,Senna_barclayana,M,d,gain
Peltophorum_africanum,0.147826,OG0019924,gain,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.509723,OG0019924,gain,Peltophorum_dubium,F,f,gain
Senna_italica,0.147826,OG0019924,gain,Senna_italica,M,e,gain
Peltophorum_dubium,1e-4,OG0019928,gain,Peltophorum_dubium,F,f,gain
Senna_italica,1e-4,OG0019928,gain,Senna_italica,M,e,gain
Senna_didymobotrya,1e-4,OG0019928,gain,Senna_didymobotrya,F,e,gain
Senna_barclayana,1e-4,OG0019928,gain,Senna_barclayana,M,d,gain
Senna_occidentalis,1e-4,OG0019928,gain,Senna_occidentalis,F,d,gain
Peltophorum_africanum,1e-4,OG0019928,gain,Peltophorum_africanum,M,f,gain
Peltophorum_africanum,0.0782134,OG0019934,gain,Peltophorum_africanum,M,f,gain
Senna_barclayana,0.0782134,OG0019934,gain,Senna_barclayana,M,d,gain
Senna_occidentalis,0.163656,OG0019934,gain,Senna_occidentalis,F,d,gain
Senna_italica,0.0782134,OG0019934,gain,Senna_italica,M,e,gain
Senna_didymobotrya,0.163656,OG0019934,gain,Senna_didymobotrya,F,e,gain
Peltophorum_dubium,0.163656,OG0019934,gain,Peltophorum_dubium,F,f,gain
Peltophorum_africanum,0.44322,OG0019937,gain,Peltophorum_africanum,M,f,gain
Senna_italica,0.44322,OG0019937,gain,Senna_italica,M,e,gain
Senna_didymobotrya,0.168902,OG0019937,gain,Senna_didymobotrya,F,e,gain
Senna_barclayana,0.44322,OG0019937,gain,Senna_barclayana,M,d,gain
Senna_occidentalis,0.168902,OG0019937,gain,Senna_occidentalis,F,d,gain
Peltophorum_dubium,0.168902,OG0019937,gain,Peltophorum_dubium,F,f,gain
Senna_occidentalis,0.149577,OG0019942,gain,Senna_occidentalis,F,d,gain
Senna_italica,0.155354,OG0019942,gain,Senna_italica,M,e,gain
Senna_didymobotrya,0.149577,OG0019942,gain,Senna_didymobotrya,F,e,gain
Peltophorum_africanum,0.155354,OG0019942,gain,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.149577,OG0019942,gain,Peltophorum_dubium,F,f,gain
Senna_barclayana,0.155354,OG0019942,gain,Senna_barclayana,M,d,gain
Senna_italica,0.0427262,OG0019962,gain,Senna_italica,M,e,gain
Senna_barclayana,0.0427262,OG0019962,gain,Senna_barclayana,M,d,gain
Senna_occidentalis,0.362225,OG0019962,gain,Senna_occidentalis,F,d,gain
Peltophorum_africanum,0.0427262,OG0019962,gain,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.362225,OG0019962,gain,Peltophorum_dubium,F,f,gain
Senna_didymobotrya,0.362225,OG0019962,gain,Senna_didymobotrya,F,e,gain
Senna_occidentalis,0.305454,OG0019964,gain,Senna_occidentalis,F,d,gain
Senna_didymobotrya,0.305454,OG0019964,gain,Senna_didymobotrya,F,e,gain
Senna_italica,0.416862,OG0019964,gain,Senna_italica,M,e,gain
Peltophorum_africanum,0.416862,OG0019964,gain,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.305454,OG0019964,gain,Peltophorum_dubium,F,f,gain
Senna_barclayana,0.416862,OG0019964,gain,Senna_barclayana,M,d,gain
Peltophorum_africanum,0.344008,OG0019966,gain,Peltophorum_africanum,M,f,gain
Senna_italica,0.344008,OG0019966,gain,Senna_italica,M,e,gain
Senna_didymobotrya,0.157089,OG0019966,gain,Senna_didymobotrya,F,e,gain
Senna_barclayana,0.344008,OG0019966,gain,Senna_barclayana,M,d,gain
Senna_occidentalis,0.157089,OG0019966,gain,Senna_occidentalis,F,d,gain
Peltophorum_dubium,0.157089,OG0019966,gain,Peltophorum_dubium,F,f,gain
Peltophorum_africanum,0.381677,OG0019968,gain,Peltophorum_africanum,M,f,gain
Senna_italica,0.381677,OG0019968,gain,Senna_italica,M,e,gain
Senna_didymobotrya,0.171751,OG0019968,gain,Senna_didymobotrya,F,e,gain
Senna_barclayana,0.381677,OG0019968,gain,Senna_barclayana,M,d,gain
Senna_occidentalis,0.171751,OG0019968,gain,Senna_occidentalis,F,d,gain
Peltophorum_dubium,0.171751,OG0019968,gain,Peltophorum_dubium,F,f,gain
Senna_italica,0.468061,OG0019971,gain,Senna_italica,M,e,gain
Senna_barclayana,0.468061,OG0019971,gain,Senna_barclayana,M,d,gain
Senna_occidentalis,0.168537,OG0019971,gain,Senna_occidentalis,F,d,gain
Peltophorum_africanum,0.468061,OG0019971,gain,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.168537,OG0019971,gain,Peltophorum_dubium,F,f,gain
Senna_didymobotrya,0.168537,OG0019971,gain,Senna_didymobotrya,F,e,gain
Peltophorum_africanum,0.203074,OG0019972,gain,Peltophorum_africanum,M,f,gain
Senna_italica,0.203074,OG0019972,gain,Senna_italica,M,e,gain
Senna_didymobotrya,0.407016,OG0019972,gain,Senna_didymobotrya,F,e,gain
Senna_barclayana,0.203074,OG0019972,gain,Senna_barclayana,M,d,gain
Senna_occidentalis,0.407016,OG0019972,gain,Senna_occidentalis,F,d,gain
Peltophorum_dubium,0.407016,OG0019972,gain,Peltophorum_dubium,F,f,gain
Senna_didymobotrya,0.190406,OG0019974,gain,Senna_didymobotrya,F,e,gain
Peltophorum_dubium,0.190406,OG0019974,gain,Peltophorum_dubium,F,f,gain
Peltophorum_africanum,0.058998,OG0019974,gain,Peltophorum_africanum,M,f,gain
Senna_barclayana,0.058998,OG0019974,gain,Senna_barclayana,M,d,gain
Senna_occidentalis,0.190406,OG0019974,gain,Senna_occidentalis,F,d,gain
Senna_italica,0.058998,OG0019974,gain,Senna_italica,M,e,gain
Peltophorum_africanum,0.326326,OG0019978,gain,Peltophorum_africanum,M,f,gain
Senna_italica,0.326326,OG0019978,gain,Senna_italica,M,e,gain
Senna_didymobotrya,0.158536,OG0019978,gain,Senna_didymobotrya,F,e,gain
Senna_barclayana,0.326326,OG0019978,gain,Senna_barclayana,M,d,gain
Senna_occidentalis,0.158536,OG0019978,gain,Senna_occidentalis,F,d,gain
Peltophorum_dubium,0.158536,OG0019978,gain,Peltophorum_dubium,F,f,gain
Peltophorum_africanum,0.170106,OG0019984,gain,Peltophorum_africanum,M,f,gain
Senna_didymobotrya,0.203545,OG0019984,gain,Senna_didymobotrya,F,e,gain
Senna_italica,0.170106,OG0019984,gain,Senna_italica,M,e,gain
Senna_barclayana,0.170106,OG0019984,gain,Senna_barclayana,M,d,gain
Senna_occidentalis,0.203545,OG0019984,gain,Senna_occidentalis,F,d,gain
Peltophorum_dubium,0.203545,OG0019984,gain,Peltophorum_dubium,F,f,gain
Peltophorum_africanum,0.460906,OG0019986,gain,Peltophorum_africanum,M,f,gain
Senna_occidentalis,0.184107,OG0019986,gain,Senna_occidentalis,F,d,gain
Senna_barclayana,0.460906,OG0019986,gain,Senna_barclayana,M,d,gain
Senna_didymobotrya,0.184107,OG0019986,gain,Senna_didymobotrya,F,e,gain
Senna_italica,0.460906,OG0019986,gain,Senna_italica,M,e,gain
Peltophorum_dubium,0.184107,OG0019986,gain,Peltophorum_dubium,F,f,gain
Peltophorum_africanum,0.130571,OG0019992,gain,Peltophorum_africanum,M,f,gain
Senna_italica,0.130571,OG0019992,gain,Senna_italica,M,e,gain
Senna_didymobotrya,0.280001,OG0019992,gain,Senna_didymobotrya,F,e,gain
Senna_barclayana,0.130571,OG0019992,gain,Senna_barclayana,M,d,gain
Senna_occidentalis,0.280001,OG0019992,gain,Senna_occidentalis,F,d,gain
Peltophorum_dubium,0.280001,OG0019992,gain,Peltophorum_dubium,F,f,gain
Peltophorum_africanum,0.255398,OG0020004,gain,Peltophorum_africanum,M,f,gain
Senna_barclayana,0.255398,OG0020004,gain,Senna_barclayana,M,d,gain
Senna_occidentalis,0.330945,OG0020004,gain,Senna_occidentalis,F,d,gain
Senna_didymobotrya,0.330945,OG0020004,gain,Senna_didymobotrya,F,e,gain
Senna_italica,0.255398,OG0020004,gain,Senna_italica,M,e,gain
Peltophorum_dubium,0.330945,OG0020004,gain,Peltophorum_dubium,F,f,gain
Senna_occidentalis,0.508705,OG0020007,gain,Senna_occidentalis,F,d,gain
Senna_didymobotrya,0.508705,OG0020007,gain,Senna_didymobotrya,F,e,gain
Senna_italica,0.450232,OG0020007,gain,Senna_italica,M,e,gain
Peltophorum_africanum,0.450232,OG0020007,gain,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.508705,OG0020007,gain,Peltophorum_dubium,F,f,gain
Senna_barclayana,0.450232,OG0020007,gain,Senna_barclayana,M,d,gain
Peltophorum_africanum,0.180956,OG0020015,gain,Peltophorum_africanum,M,f,gain
Senna_barclayana,0.180956,OG0020015,gain,Senna_barclayana,M,d,gain
Senna_occidentalis,0.0990124,OG0020015,gain,Senna_occidentalis,F,d,gain
Senna_italica,0.180956,OG0020015,gain,Senna_italica,M,e,gain
Senna_didymobotrya,0.0990124,OG0020015,gain,Senna_didymobotrya,F,e,gain
Peltophorum_dubium,0.0990124,OG0020015,gain,Peltophorum_dubium,F,f,gain
Peltophorum_africanum,0.191373,OG0020016,gain,Peltophorum_africanum,M,f,gain
Senna_barclayana,0.191373,OG0020016,gain,Senna_barclayana,M,d,gain
Senna_occidentalis,0.21262,OG0020016,gain,Senna_occidentalis,F,d,gain
Senna_didymobotrya,0.21262,OG0020016,gain,Senna_didymobotrya,F,e,gain
Senna_italica,0.191373,OG0020016,gain,Senna_italica,M,e,gain
Peltophorum_dubium,0.21262,OG0020016,gain,Peltophorum_dubium,F,f,gain
Senna_didymobotrya,0.338089,OG0020019,gain,Senna_didymobotrya,F,e,gain
Senna_barclayana,999,OG0020019,gain,Senna_barclayana,M,d,gain
Senna_occidentalis,0.338089,OG0020019,gain,Senna_occidentalis,F,d,gain
Peltophorum_africanum,999,OG0020019,gain,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.338089,OG0020019,gain,Peltophorum_dubium,F,f,gain
Senna_italica,999,OG0020019,gain,Senna_italica,M,e,gain
Peltophorum_africanum,0.162858,OG0020025,gain,Peltophorum_africanum,M,f,gain
Senna_occidentalis,0.158812,OG0020025,gain,Senna_occidentalis,F,d,gain
Senna_barclayana,0.162858,OG0020025,gain,Senna_barclayana,M,d,gain
Senna_italica,0.162858,OG0020025,gain,Senna_italica,M,e,gain
Senna_didymobotrya,0.158812,OG0020025,gain,Senna_didymobotrya,F,e,gain
Peltophorum_dubium,0.158812,OG0020025,gain,Peltophorum_dubium,F,f,gain
Peltophorum_africanum,0.231809,OG0020031,gain,Peltophorum_africanum,M,f,gain
Senna_italica,0.231809,OG0020031,gain,Senna_italica,M,e,gain
Senna_didymobotrya,0.135666,OG0020031,gain,Senna_didymobotrya,F,e,gain
Senna_barclayana,0.231809,OG0020031,gain,Senna_barclayana,M,d,gain
Senna_occidentalis,0.135666,OG0020031,gain,Senna_occidentalis,F,d,gain
Peltophorum_dubium,0.135666,OG0020031,gain,Peltophorum_dubium,F,f,gain
Peltophorum_africanum,0.600084,OG0020034,gain,Peltophorum_africanum,M,f,gain
Senna_barclayana,0.600084,OG0020034,gain,Senna_barclayana,M,d,gain
Senna_occidentalis,0.170447,OG0020034,gain,Senna_occidentalis,F,d,gain
Senna_italica,0.600084,OG0020034,gain,Senna_italica,M,e,gain
Senna_didymobotrya,0.170447,OG0020034,gain,Senna_didymobotrya,F,e,gain
Peltophorum_dubium,0.170447,OG0020034,gain,Peltophorum_dubium,F,f,gain
Peltophorum_dubium,0.151282,OG0020036,gain,Peltophorum_dubium,F,f,gain
Senna_italica,0.342191,OG0020036,gain,Senna_italica,M,e,gain
Senna_didymobotrya,0.151282,OG0020036,gain,Senna_didymobotrya,F,e,gain
Senna_barclayana,0.342191,OG0020036,gain,Senna_barclayana,M,d,gain
Senna_occidentalis,0.151282,OG0020036,gain,Senna_occidentalis,F,d,gain
Peltophorum_africanum,0.342191,OG0020036,gain,Peltophorum_africanum,M,f,gain
Senna_occidentalis,0.0651608,OG0020037,gain,Senna_occidentalis,F,d,gain
Senna_didymobotrya,0.0651608,OG0020037,gain,Senna_didymobotrya,F,e,gain
Senna_italica,0.133555,OG0020037,gain,Senna_italica,M,e,gain
Peltophorum_africanum,0.133555,OG0020037,gain,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.0651608,OG0020037,gain,Peltophorum_dubium,F,f,gain
Senna_barclayana,0.133555,OG0020037,gain,Senna_barclayana,M,d,gain
Senna_occidentalis,0.229431,OG0020045,gain,Senna_occidentalis,F,d,gain
Senna_didymobotrya,0.229431,OG0020045,gain,Senna_didymobotrya,F,e,gain
Senna_italica,0.301355,OG0020045,gain,Senna_italica,M,e,gain
Peltophorum_africanum,0.301355,OG0020045,gain,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.229431,OG0020045,gain,Peltophorum_dubium,F,f,gain
Senna_barclayana,0.301355,OG0020045,gain,Senna_barclayana,M,d,gain
Senna_occidentalis,0.258914,OG0020052,gain,Senna_occidentalis,F,d,gain
Senna_didymobotrya,0.258914,OG0020052,gain,Senna_didymobotrya,F,e,gain
Senna_italica,0.173771,OG0020052,gain,Senna_italica,M,e,gain
Peltophorum_africanum,0.173771,OG0020052,gain,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.258914,OG0020052,gain,Peltophorum_dubium,F,f,gain
Senna_barclayana,0.173771,OG0020052,gain,Senna_barclayana,M,d,gain
Senna_italica,0.319205,OG0020054,gain,Senna_italica,M,e,gain
Peltophorum_africanum,0.319205,OG0020054,gain,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.391782,OG0020054,gain,Peltophorum_dubium,F,f,gain
Senna_barclayana,0.319205,OG0020054,gain,Senna_barclayana,M,d,gain
Senna_occidentalis,0.391782,OG0020054,gain,Senna_occidentalis,F,d,gain
Senna_didymobotrya,0.391782,OG0020054,gain,Senna_didymobotrya,F,e,gain
Peltophorum_africanum,0.0683871,OG0020056,gain,Peltophorum_africanum,M,f,gain
Senna_italica,0.0683871,OG0020056,gain,Senna_italica,M,e,gain
Senna_didymobotrya,0.588338,OG0020056,gain,Senna_didymobotrya,F,e,gain
Senna_barclayana,0.0683871,OG0020056,gain,Senna_barclayana,M,d,gain
Senna_occidentalis,0.588338,OG0020056,gain,Senna_occidentalis,F,d,gain
Peltophorum_dubium,0.588338,OG0020056,gain,Peltophorum_dubium,F,f,gain
Senna_occidentalis,0.205769,OG0020058,gain,Senna_occidentalis,F,d,gain
Senna_didymobotrya,0.205769,OG0020058,gain,Senna_didymobotrya,F,e,gain
Senna_italica,0.401518,OG0020058,gain,Senna_italica,M,e,gain
Peltophorum_africanum,0.401518,OG0020058,gain,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.205769,OG0020058,gain,Peltophorum_dubium,F,f,gain
Senna_barclayana,0.401518,OG0020058,gain,Senna_barclayana,M,d,gain
Peltophorum_africanum,0.0991477,OG0020060,gain,Peltophorum_africanum,M,f,gain
Senna_occidentalis,0.327298,OG0020060,gain,Senna_occidentalis,F,d,gain
Senna_barclayana,0.0991477,OG0020060,gain,Senna_barclayana,M,d,gain
Senna_italica,0.0991477,OG0020060,gain,Senna_italica,M,e,gain
Senna_didymobotrya,0.327298,OG0020060,gain,Senna_didymobotrya,F,e,gain
Peltophorum_dubium,0.327298,OG0020060,gain,Peltophorum_dubium,F,f,gain
Senna_occidentalis,0.527211,OG0020061,gain,Senna_occidentalis,F,d,gain
Senna_didymobotrya,0.527211,OG0020061,gain,Senna_didymobotrya,F,e,gain
Senna_italica,0.25969,OG0020061,gain,Senna_italica,M,e,gain
Peltophorum_africanum,0.25969,OG0020061,gain,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.527211,OG0020061,gain,Peltophorum_dubium,F,f,gain
Senna_barclayana,0.25969,OG0020061,gain,Senna_barclayana,M,d,gain
Peltophorum_africanum,0.639652,OG0020062,gain,Peltophorum_africanum,M,f,gain
Senna_occidentalis,0.13381,OG0020062,gain,Senna_occidentalis,F,d,gain
Senna_barclayana,0.639652,OG0020062,gain,Senna_barclayana,M,d,gain
Senna_italica,0.639652,OG0020062,gain,Senna_italica,M,e,gain
Senna_didymobotrya,0.13381,OG0020062,gain,Senna_didymobotrya,F,e,gain
Peltophorum_dubium,0.13381,OG0020062,gain,Peltophorum_dubium,F,f,gain
Peltophorum_africanum,0.27795,OG0020063,gain,Peltophorum_africanum,M,f,gain
Senna_occidentalis,0.0889257,OG0020063,gain,Senna_occidentalis,F,d,gain
Senna_barclayana,0.27795,OG0020063,gain,Senna_barclayana,M,d,gain
Senna_didymobotrya,0.0889257,OG0020063,gain,Senna_didymobotrya,F,e,gain
Senna_italica,0.27795,OG0020063,gain,Senna_italica,M,e,gain
Peltophorum_dubium,0.0889257,OG0020063,gain,Peltophorum_dubium,F,f,gain
Peltophorum_africanum,0.201745,OG0020066,gain,Peltophorum_africanum,M,f,gain
Senna_italica,0.201745,OG0020066,gain,Senna_italica,M,e,gain
Senna_didymobotrya,0.568908,OG0020066,gain,Senna_didymobotrya,F,e,gain
Senna_barclayana,0.201745,OG0020066,gain,Senna_barclayana,M,d,gain
Senna_occidentalis,0.568908,OG0020066,gain,Senna_occidentalis,F,d,gain
Peltophorum_dubium,0.568908,OG0020066,gain,Peltophorum_dubium,F,f,gain
Peltophorum_africanum,0.229146,OG0020067,gain,Peltophorum_africanum,M,f,gain
Senna_occidentalis,0.282962,OG0020067,gain,Senna_occidentalis,F,d,gain
Senna_barclayana,0.229146,OG0020067,gain,Senna_barclayana,M,d,gain
Senna_italica,0.229146,OG0020067,gain,Senna_italica,M,e,gain
Senna_didymobotrya,0.282962,OG0020067,gain,Senna_didymobotrya,F,e,gain
Peltophorum_dubium,0.282962,OG0020067,gain,Peltophorum_dubium,F,f,gain
Peltophorum_africanum,2.37603,OG0020070,gain,Peltophorum_africanum,M,f,gain
Senna_italica,2.37603,OG0020070,gain,Senna_italica,M,e,gain
Senna_didymobotrya,0.147399,OG0020070,gain,Senna_didymobotrya,F,e,gain
Senna_barclayana,2.37603,OG0020070,gain,Senna_barclayana,M,d,gain
Senna_occidentalis,0.147399,OG0020070,gain,Senna_occidentalis,F,d,gain
Peltophorum_dubium,0.147399,OG0020070,gain,Peltophorum_dubium,F,f,gain
Senna_occidentalis,0.259999,OG0020072,gain,Senna_occidentalis,F,d,gain
Senna_italica,0.198879,OG0020072,gain,Senna_italica,M,e,gain
Senna_didymobotrya,0.259999,OG0020072,gain,Senna_didymobotrya,F,e,gain
Peltophorum_africanum,0.198879,OG0020072,gain,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.259999,OG0020072,gain,Peltophorum_dubium,F,f,gain
Senna_barclayana,0.198879,OG0020072,gain,Senna_barclayana,M,d,gain
Peltophorum_africanum,0.247498,OG0020076,gain,Peltophorum_africanum,M,f,gain
Senna_italica,0.247498,OG0020076,gain,Senna_italica,M,e,gain
Senna_didymobotrya,0.265439,OG0020076,gain,Senna_didymobotrya,F,e,gain
Senna_barclayana,0.247498,OG0020076,gain,Senna_barclayana,M,d,gain
Senna_occidentalis,0.265439,OG0020076,gain,Senna_occidentalis,F,d,gain
Peltophorum_dubium,0.265439,OG0020076,gain,Peltophorum_dubium,F,f,gain
Senna_italica,0.25063,OG0020083,gain,Senna_italica,M,e,gain
Senna_barclayana,0.25063,OG0020083,gain,Senna_barclayana,M,d,gain
Senna_occidentalis,0.251005,OG0020083,gain,Senna_occidentalis,F,d,gain
Peltophorum_africanum,0.25063,OG0020083,gain,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.251005,OG0020083,gain,Peltophorum_dubium,F,f,gain
Senna_didymobotrya,0.251005,OG0020083,gain,Senna_didymobotrya,F,e,gain
Peltophorum_dubium,0.295995,OG0020087,gain,Peltophorum_dubium,F,f,gain
Senna_italica,0.219986,OG0020087,gain,Senna_italica,M,e,gain
Senna_didymobotrya,0.295995,OG0020087,gain,Senna_didymobotrya,F,e,gain
Senna_barclayana,0.219986,OG0020087,gain,Senna_barclayana,M,d,gain
Senna_occidentalis,0.295995,OG0020087,gain,Senna_occidentalis,F,d,gain
Peltophorum_africanum,0.219986,OG0020087,gain,Peltophorum_africanum,M,f,gain
Senna_italica,0.972045,OG0020089,gain,Senna_italica,M,e,gain
Senna_barclayana,0.972045,OG0020089,gain,Senna_barclayana,M,d,gain
Senna_occidentalis,0.805078,OG0020089,gain,Senna_occidentalis,F,d,gain
