Code,dnds,Gene,Species,Mutualist,Pair,Transition
Senna_occidentalis_NODE_27371_length_1960_cov_51.498145_g13518_i0.p1,1e-4,OG0028953,Senna_occidentalis,F,d,gain
Senna_didymobotrya_NODE_19281_length_2188_cov_11.579669_g10664_i0.p1,0.204974,OG0028953,Senna_didymobotrya,F,e,gain
Senna_italica_NODE_22447_length_2276_cov_72.826600_g11601_i0.p1,0.570624,OG0028953,Senna_italica,M,e,gain
Peltophorum_africanum_NODE_20025_length_2282_cov_24.404708_g11038_i0.p1,999,OG0028953,Peltophorum_africanum,M,f,gain
Senna_italica_NODE_24159_length_2178_cov_206.628504_g12368_i0.p1,1.06986,OG0028955,Senna_italica,M,e,gain
Peltophorum_africanum_NODE_20222_length_2271_cov_81.725205_g11133_i0.p1,1e-4,OG0028955,Peltophorum_africanum,M,f,gain
Peltophorum_dubium_NODE_18965_length_2307_cov_127.314235_g10521_i0.p1,0.545227,OG0028955,Peltophorum_dubium,F,f,gain
Senna_occidentalis_NODE_16831_length_2610_cov_468.945211_g8754_i0.p1,1e-4,OG0028955,Senna_occidentalis,F,d,gain
Senna_barclayana_NODE_18481_length_2134_cov_478.763707_g10250_i0.p1,0.232241,OG0028955,Senna_barclayana,M,d,gain
Senna_didymobotrya_NODE_22034_length_2028_cov_471.588747_g12031_i0.p2,0.301388,OG0028955,Senna_didymobotrya,F,e,gain
Senna_italica_NODE_19478_length_2459_cov_190.208298_g10312_i0.p1,1e-4,OG0028958,Senna_italica,M,e,gain
Senna_didymobotrya_NODE_22193_length_2020_cov_104.894196_g12115_i0.p1,0.174599,OG0028958,Senna_didymobotrya,F,e,gain
Senna_barclayana_NODE_20200_length_2030_cov_53.371487_g11097_i0.p1,999,OG0028958,Senna_barclayana,M,d,gain
Senna_occidentalis_NODE_25198_length_2073_cov_122.215000_g12583_i0.p1,1e-4,OG0028958,Senna_occidentalis,F,d,gain
Peltophorum_dubium_NODE_24658_length_1976_cov_59.081450_g13143_i0.p1,0.49817,OG0028958,Peltophorum_dubium,F,f,gain
Peltophorum_africanum_NODE_20515_length_2252_cov_118.063791_g11269_i0.p1,0.0279104,OG0028958,Peltophorum_africanum,M,f,gain
Senna_occidentalis_NODE_20136_length_2381_cov_41.479636_g10316_i0.p1,0.0113345,OG0028964,Senna_occidentalis,F,d,gain
Senna_barclayana_NODE_13614_length_2492_cov_25.743696_g7737_i0.p1,1.01425,OG0028964,Senna_barclayana,M,d,gain
Senna_didymobotrya_NODE_15234_length_2461_cov_143.116834_g8568_i0.p1,0.280145,OG0028964,Senna_didymobotrya,F,e,gain
Senna_italica_NODE_29668_length_1900_cov_7.934866_g14666_i0.p1,0.310326,OG0028964,Senna_italica,M,e,gain
Peltophorum_dubium_NODE_17728_length_2389_cov_11.525043_g9914_i0.p1,0.122451,OG0028964,Peltophorum_dubium,F,f,gain
Peltophorum_africanum_NODE_21127_length_2216_cov_3.989267_g11567_i0.p1,0.622342,OG0028964,Peltophorum_africanum,M,f,gain
Peltophorum_dubium_NODE_21986_length_2122_cov_31.436310_g11884_i0.p2,0.50988,OG0028966,Peltophorum_dubium,F,f,gain
Senna_barclayana_NODE_10789_length_2758_cov_124.829423_g6189_i0.p2,1e-4,OG0028966,Senna_barclayana,M,d,gain
Senna_occidentalis_NODE_4080_length_4363_cov_264.968298_g2263_i0.p2,1e-4,OG0028966,Senna_occidentalis,F,d,gain
Senna_didymobotrya_NODE_15855_length_2417_cov_82.365614_g8892_i0.p2,0.630689,OG0028966,Senna_didymobotrya,F,e,gain
Senna_italica_NODE_5671_length_3943_cov_420.783463_g3323_i0.p1,999,OG0028966,Senna_italica,M,e,gain
Peltophorum_africanum_NODE_21468_length_2197_cov_69.566384_g11736_i0.p1,1e-4,OG0028966,Peltophorum_africanum,M,f,gain
Senna_barclayana_NODE_29487_length_1530_cov_157.416609_g15596_i0.p1,1.29099,OG0028969,Senna_barclayana,M,d,gain
Senna_occidentalis_NODE_37038_length_1507_cov_217.124826_g17621_i0.p1,0.991558,OG0028969,Senna_occidentalis,F,d,gain
Senna_italica_NODE_36556_length_1584_cov_57.389808_g17490_i0.p1,1.07205,OG0028969,Senna_italica,M,e,gain
Senna_didymobotrya_NODE_25510_length_1849_cov_143.165541_g13760_i0.p1,0.200307,OG0028969,Senna_didymobotrya,F,e,gain
Peltophorum_dubium_NODE_27472_length_1830_cov_106.278315_g14384_i0.p1,0.152166,OG0028969,Peltophorum_dubium,F,f,gain
Peltophorum_africanum_NODE_21948_length_2171_cov_64.572450_g11972_i0.p1,0.194686,OG0028969,Peltophorum_africanum,M,f,gain
Senna_occidentalis_NODE_32727_length_1705_cov_359.845588_g15806_i0.p1,1.1968,OG0028970,Senna_occidentalis,F,d,gain
Senna_barclayana_NODE_25291_length_1746_cov_289.093246_g13603_i0.p1,0.777926,OG0028970,Senna_barclayana,M,d,gain
Senna_didymobotrya_NODE_27332_length_1760_cov_120.372851_g14645_i0.p1,0.153686,OG0028970,Senna_didymobotrya,F,e,gain
Senna_italica_NODE_34399_length_1679_cov_117.212329_g16637_i0.p1,0.236863,OG0028970,Senna_italica,M,e,gain
Peltophorum_dubium_NODE_27272_length_1841_cov_53.083710_g14304_i0.p1,0.304222,OG0028970,Peltophorum_dubium,F,f,gain
Peltophorum_africanum_NODE_22102_length_2163_cov_64.365072_g12037_i0.p1,0.672286,OG0028970,Peltophorum_africanum,M,f,gain
Senna_italica_NODE_630_length_6672_cov_305.600697_g390_i0.p4,0.691605,OG0028973,Senna_italica,M,e,gain
Senna_didymobotrya_NODE_660_length_6309_cov_205.963759_g382_i0.p4,1e-4,OG0028973,Senna_didymobotrya,F,e,gain
Senna_barclayana_NODE_1705_length_4800_cov_303.096044_g1024_i0.p3,1e-4,OG0028973,Senna_barclayana,M,d,gain
Senna_occidentalis_NODE_2571_length_4939_cov_381.141595_g1408_i0.p3,1e-4,OG0028973,Senna_occidentalis,F,d,gain
Peltophorum_dubium_NODE_1285_length_5446_cov_274.228550_g776_i0.p4,1e-4,OG0028973,Peltophorum_dubium,F,f,gain
Peltophorum_africanum_NODE_2253_length_4709_cov_292.082830_g1406_i0.p3,1e-4,OG0028973,Peltophorum_africanum,M,f,gain
Senna_occidentalis_NODE_21514_length_2292_cov_36.637224_g10952_i0.p1,1e-4,OG0028978,Senna_occidentalis,F,d,gain
Senna_barclayana_NODE_20955_length_1985_cov_26.955544_g11458_i0.p1,1e-4,OG0028978,Senna_barclayana,M,d,gain
Senna_italica_NODE_31298_length_1823_cov_55.708000_g15392_i0.p1,0.381096,OG0028978,Senna_italica,M,e,gain
Senna_didymobotrya_NODE_27142_length_1770_cov_38.358869_g14558_i0.p1,0.77191,OG0028978,Senna_didymobotrya,F,e,gain
Peltophorum_dubium_NODE_29443_length_1733_cov_11.916265_g15245_i0.p1,0.468304,OG0028978,Peltophorum_dubium,F,f,gain
Peltophorum_africanum_NODE_23410_length_2091_cov_34.181863_g12637_i0.p1,0.285722,OG0028978,Peltophorum_africanum,M,f,gain
Senna_didymobotrya_NODE_24835_length_1883_cov_11.578453_g13414_i0.p1,0.411513,OG0028994,Senna_didymobotrya,F,e,gain
Senna_italica_NODE_26317_length_2063_cov_38.390452_g13283_i0.p1,0.0909926,OG0028994,Senna_italica,M,e,gain
Peltophorum_africanum_NODE_25392_length_1991_cov_43.572471_g13524_i0.p1,0.836595,OG0028994,Peltophorum_africanum,M,f,gain
Peltophorum_dubium_NODE_25431_length_1936_cov_21.755233_g13473_i0.p1,0.238377,OG0028994,Peltophorum_dubium,F,f,gain
Senna_occidentalis_NODE_26235_length_2017_cov_37.288580_g13038_i0.p1,83.2676,OG0028994,Senna_occidentalis,F,d,gain
Senna_barclayana_NODE_23039_length_1864_cov_19.692351_g12509_i0.p1,90.935,OG0028994,Senna_barclayana,M,d,gain
Senna_italica_NODE_16098_length_2700_cov_94.712219_g8764_i0.p1,999,OG0028998,Senna_italica,M,e,gain
Senna_didymobotrya_NODE_36675_length_1345_cov_94.466981_g12439_i2.p1,999,OG0028998,Senna_didymobotrya,F,e,gain
Peltophorum_africanum_NODE_25686_length_1976_cov_77.380452_g9032_i1.p1,0.655692,OG0028998,Peltophorum_africanum,M,f,gain
Peltophorum_dubium_NODE_10418_length_2999_cov_107.506152_g6119_i0.p1,0.900416,OG0028998,Peltophorum_dubium,F,f,gain
Senna_occidentalis_NODE_42026_length_1289_cov_105.509868_g16731_i1.p1,999,OG0028998,Senna_occidentalis,F,d,gain
Senna_barclayana_NODE_37667_length_1148_cov_84.410233_g15095_i1.p1,34.3857,OG0028998,Senna_barclayana,M,d,gain
Peltophorum_dubium_NODE_24808_length_1968_cov_31.300792_g13213_i0.p1,0.832972,OG0028999,Peltophorum_dubium,F,f,gain
Senna_barclayana_NODE_22413_length_1901_cov_78.889497_g12195_i0.p1,0.95005,OG0028999,Senna_barclayana,M,d,gain
Senna_occidentalis_NODE_29433_length_1859_cov_122.922172_g14388_i0.p1,0.938784,OG0028999,Senna_occidentalis,F,d,gain
Senna_didymobotrya_NODE_25065_length_1872_cov_51.722068_g13536_i0.p1,0.392131,OG0028999,Senna_didymobotrya,F,e,gain
Senna_italica_NODE_28216_length_1970_cov_231.362678_g14078_i0.p1,0.99031,OG0028999,Senna_italica,M,e,gain
Peltophorum_africanum_NODE_25856_length_1966_cov_41.117274_g13743_i0.p1,0.547172,OG0028999,Peltophorum_africanum,M,f,gain
Senna_occidentalis_NODE_10850_length_3159_cov_72.860337_g5833_i0.p1,1e-4,OG0029001,Senna_occidentalis,F,d,gain
Senna_barclayana_NODE_7910_length_3098_cov_62.957025_g4607_i0.p1,0.574293,OG0029001,Senna_barclayana,M,d,gain
Senna_didymobotrya_NODE_12907_length_2656_cov_44.664731_g7325_i0.p1,0.722869,OG0029001,Senna_didymobotrya,F,e,gain
Senna_italica_NODE_21190_length_2352_cov_48.977622_g11057_i0.p1,0.0914932,OG0029001,Senna_italica,M,e,gain
Peltophorum_dubium_NODE_39539_length_1268_cov_84.828452_g19674_i0.p1,0.620395,OG0029001,Peltophorum_dubium,F,f,gain
Peltophorum_africanum_NODE_26688_length_1925_cov_38.575054_g14121_i0.p1,0.0939272,OG0029001,Peltophorum_africanum,M,f,gain
Peltophorum_dubium_NODE_34797_length_1480_cov_7.935323_g17557_i0.p1,1.90653,OG0029006,Peltophorum_dubium,F,f,gain
Senna_didymobotrya_NODE_38697_length_1259_cov_18.856661_g20052_i0.p1,999,OG0029006,Senna_didymobotrya,F,e,gain
Senna_italica_NODE_29597_length_1903_cov_32.126776_g14637_i0.p1,1e-4,OG0029006,Senna_italica,M,e,gain
Senna_barclayana_NODE_28162_length_1598_cov_5.344262_g14959_i0.p1,1e-4,OG0029006,Senna_barclayana,M,d,gain
Senna_occidentalis_NODE_45785_length_1130_cov_6.551561_g21750_i0.p1,0.177207,OG0029006,Senna_occidentalis,F,d,gain
Peltophorum_africanum_NODE_28047_length_1860_cov_22.540571_g14721_i0.p2,1.88172,OG0029006,Peltophorum_africanum,M,f,gain
Peltophorum_dubium_NODE_10252_length_3015_cov_220.739633_g6033_i0.p1,1e-4,OG0029013,Peltophorum_dubium,F,f,gain
Senna_didymobotrya_NODE_9437_length_3022_cov_207.200068_g5405_i0.p1,1e-4,OG0029013,Senna_didymobotrya,F,e,gain
Senna_italica_NODE_9285_length_3364_cov_221.297174_g5299_i0.p1,0.165295,OG0029013,Senna_italica,M,e,gain
Senna_barclayana_NODE_9400_length_2909_cov_206.182299_g5426_i0.p1,1e-4,OG0029013,Senna_barclayana,M,d,gain
Senna_occidentalis_NODE_13791_length_2862_cov_281.482610_g7299_i0.p1,1e-4,OG0029013,Senna_occidentalis,F,d,gain
Peltophorum_africanum_NODE_28912_length_1818_cov_202.315186_g15121_i0.p1,1e-4,OG0029013,Peltophorum_africanum,M,f,gain
Senna_didymobotrya_NODE_28446_length_1706_cov_85.677893_g15187_i0.p1,999,OG0029017,Senna_didymobotrya,F,e,gain
Senna_italica_NODE_29978_length_1885_cov_79.020419_g14801_i0.p2,1e-4,OG0029017,Senna_italica,M,e,gain
Peltophorum_africanum_NODE_29332_length_1800_cov_51.341633_g15297_i0.p1,999,OG0029017,Peltophorum_africanum,M,f,gain
Peltophorum_dubium_NODE_23128_length_2059_cov_37.790030_g12422_i0.p1,0.207017,OG0029017,Peltophorum_dubium,F,f,gain
Senna_occidentalis_NODE_25833_length_2040_cov_72.443315_g12862_i0.p1,1e-4,OG0029017,Senna_occidentalis,F,d,gain
Senna_barclayana_NODE_24934_length_1765_cov_60.596336_g13432_i0.p1,1e-4,OG0029017,Senna_barclayana,M,d,gain
Peltophorum_dubium_NODE_29723_length_1720_cov_145.392228_g15378_i0.p1,0.295386,OG0029020,Peltophorum_dubium,F,f,gain
Senna_italica_NODE_37729_length_1532_cov_56.151474_g17956_i0.p1,0.0855623,OG0029020,Senna_italica,M,e,gain
Senna_didymobotrya_NODE_30386_length_1620_cov_108.634777_g16093_i0.p1,0.296105,OG0029020,Senna_didymobotrya,F,e,gain
Senna_occidentalis_NODE_34267_length_1636_cov_132.693538_g16431_i0.p1,1e-4,OG0029020,Senna_occidentalis,F,d,gain
Senna_barclayana_NODE_26032_length_1706_cov_124.574403_g13966_i0.p1,1e-4,OG0029020,Senna_barclayana,M,d,gain
Peltophorum_africanum_NODE_29919_length_1772_cov_129.394350_g15561_i0.p1,0.242636,OG0029020,Peltophorum_africanum,M,f,gain
Peltophorum_dubium_NODE_22167_length_2112_cov_70.579205_g11962_i0.p1,174.531,OG0029021,Peltophorum_dubium,F,f,gain
Senna_occidentalis_NODE_28169_length_1921_cov_16.111472_g13864_i0.p2,1e-4,OG0029021,Senna_occidentalis,F,d,gain
Senna_barclayana_NODE_23267_length_1851_cov_14.683915_g12620_i0.p2,1e-4,OG0029021,Senna_barclayana,M,d,gain
Senna_didymobotrya_NODE_26768_length_1789_cov_33.080420_g14369_i0.p1,520.627,OG0029021,Senna_didymobotrya,F,e,gain
Senna_italica_NODE_32289_length_1777_cov_27.841549_g15812_i0.p1,166.381,OG0029021,Senna_italica,M,e,gain
Peltophorum_africanum_NODE_30121_length_1763_cov_19.113609_g15645_i0.p1,155.287,OG0029021,Peltophorum_africanum,M,f,gain
Senna_italica_NODE_40227_length_1423_cov_313.200741_g18970_i0.p1,0.16181,OG0029027,Senna_italica,M,e,gain
Senna_didymobotrya_NODE_35056_length_1416_cov_110.470588_g18245_i0.p1,999,OG0029027,Senna_didymobotrya,F,e,gain
Senna_barclayana_NODE_32897_length_1366_cov_18.365816_g17247_i0.p1,1.20938,OG0029027,Senna_barclayana,M,d,gain
Senna_occidentalis_NODE_39429_length_1401_cov_23.628765_g18685_i0.p1,1.10855,OG0029027,Senna_occidentalis,F,d,gain
Peltophorum_dubium_NODE_30613_length_1679_cov_40.524907_g15757_i0.p1,0.231814,OG0029027,Peltophorum_dubium,F,f,gain
Peltophorum_africanum_NODE_30658_length_1737_cov_61.510216_g15874_i0.p1,0.54225,OG0029027,Peltophorum_africanum,M,f,gain
Senna_barclayana_NODE_30850_length_1465_cov_75.641523_g16226_i0.p1,1.2036,OG0029028,Senna_barclayana,M,d,gain
Senna_occidentalis_NODE_38610_length_1437_cov_48.246334_g18314_i0.p1,0.430195,OG0029028,Senna_occidentalis,F,d,gain
Senna_didymobotrya_NODE_24646_length_1892_cov_154.812534_g13314_i0.p1,8.41798,OG0029028,Senna_didymobotrya,F,e,gain
Peltophorum_africanum_NODE_30703_length_1735_cov_162.453670_g15892_i0.p1,0.111331,OG0029028,Peltophorum_africanum,M,f,gain
Peltophorum_dubium_NODE_25269_length_1944_cov_124.668092_g13414_i0.p1,0.530296,OG0029028,Peltophorum_dubium,F,f,gain
Senna_italica_NODE_40038_length_1431_cov_69.743004_g18886_i0.p2,0.51820600000000006,OG0029028,Senna_italica,M,e,gain
Peltophorum_dubium_NODE_27429_length_1833_cov_43.209091_g14362_i0.p2,1e-4,OG0029032,Peltophorum_dubium,F,f,gain
Senna_didymobotrya_NODE_24807_length_1884_cov_73.067918_g13395_i0.p1,0.220352,OG0029032,Senna_didymobotrya,F,e,gain
Senna_italica_NODE_31293_length_1823_cov_132.903429_g15390_i0.p1,999,OG0029032,Senna_italica,M,e,gain
Senna_barclayana_NODE_26443_length_1685_cov_13.866005_g14160_i0.p1,999,OG0029032,Senna_barclayana,M,d,gain
Senna_occidentalis_NODE_32701_length_1707_cov_28.058752_g15795_i0.p1,3.84189,OG0029032,Senna_occidentalis,F,d,gain
Peltophorum_africanum_NODE_31781_length_1687_cov_88.649938_g16331_i0.p2,0.393506,OG0029032,Peltophorum_africanum,M,f,gain
Peltophorum_dubium_NODE_26910_length_1860_cov_684.653050_g14150_i0.p1,0.48844,OG0029033,Peltophorum_dubium,F,f,gain
Peltophorum_africanum_NODE_31816_length_1685_cov_1140.695409_g16349_i0.p1,1e-4,OG0029033,Peltophorum_africanum,M,f,gain
Senna_occidentalis_NODE_41932_length_1292_cov_556.847416_g19862_i0.p1,999,OG0029033,Senna_occidentalis,F,d,gain
Senna_barclayana_NODE_29423_length_1533_cov_185.047260_g15560_i0.p1,60.2022,OG0029033,Senna_barclayana,M,d,gain
Senna_italica_NODE_38599_length_1493_cov_1048.023944_g18312_i0.p2,999,OG0029033,Senna_italica,M,e,gain
Senna_didymobotrya_NODE_39118_length_1240_cov_203.208226_g20279_i0.p2,999,OG0029033,Senna_didymobotrya,F,e,gain
Senna_italica_NODE_40745_length_1401_cov_64.540663_g19173_i0.p1,0.783308,OG0029036,Senna_italica,M,e,gain
Senna_didymobotrya_NODE_39440_length_1226_cov_42.274068_g20456_i0.p1,0.0987717,OG0029036,Senna_didymobotrya,F,e,gain
Senna_barclayana_NODE_40468_length_1025_cov_9.168067_g21360_i0.p1,1e-4,OG0029036,Senna_barclayana,M,d,gain
Senna_occidentalis_NODE_43097_length_1245_cov_11.478669_g20440_i0.p1,1e-4,OG0029036,Senna_occidentalis,F,d,gain
Peltophorum_dubium_NODE_39330_length_1276_cov_36.007481_g19561_i0.p1,1e-4,OG0029036,Peltophorum_dubium,F,f,gain
Peltophorum_africanum_NODE_32379_length_1659_cov_124.950189_g16588_i0.p1,999,OG0029036,Peltophorum_africanum,M,f,gain
Senna_didymobotrya_NODE_30528_length_1614_cov_83.707982_g16155_i0.p1,2.45509,OG0029039,Senna_didymobotrya,F,e,gain
Senna_italica_NODE_49714_length_1020_cov_58.968321_g23400_i0.p1,0.0594768,OG0029039,Senna_italica,M,e,gain
Senna_barclayana_NODE_28156_length_1598_cov_28.490492_g14957_i0.p1,16.3183,OG0029039,Senna_barclayana,M,d,gain
Senna_occidentalis_NODE_31720_length_1753_cov_53.480952_g15387_i0.p1,20.8416,OG0029039,Senna_occidentalis,F,d,gain
Peltophorum_dubium_NODE_33276_length_1551_cov_51.740189_g16913_i0.p1,0.587152,OG0029039,Peltophorum_dubium,F,f,gain
Peltophorum_africanum_NODE_32518_length_1653_cov_139.924684_g16649_i0.p1,0.172146,OG0029039,Peltophorum_africanum,M,f,gain
Senna_italica_NODE_31467_length_1814_cov_227.916715_g15477_i0.p2,999,OG0029040,Senna_italica,M,e,gain
Peltophorum_africanum_NODE_32595_length_1650_cov_205.688649_g16694_i0.p1,999,OG0029040,Peltophorum_africanum,M,f,gain
Peltophorum_dubium_NODE_33017_length_1562_cov_340.249832_g16808_i0.p1,1.05062,OG0029040,Peltophorum_dubium,F,f,gain
Senna_barclayana_NODE_15528_length_2336_cov_109.362351_g8774_i0.p2,36.2489,OG0029040,Senna_barclayana,M,d,gain
Senna_occidentalis_NODE_28194_length_1919_cov_193.191766_g13878_i0.p2,21.342,OG0029040,Senna_occidentalis,F,d,gain
Senna_didymobotrya_NODE_26994_length_1777_cov_113.588028_g14487_i0.p2,999,OG0029040,Senna_didymobotrya,F,e,gain
Senna_italica_NODE_37873_length_1526_cov_182.198211_g18015_i0.p1,0.0761448,OG0029044,Senna_italica,M,e,gain
Senna_didymobotrya_NODE_32706_length_1520_cov_238.116793_g17170_i0.p1,0.152815,OG0029044,Senna_didymobotrya,F,e,gain
Senna_barclayana_NODE_32496_length_1385_cov_208.008384_g17047_i0.p1,1e-4,OG0029044,Senna_barclayana,M,d,gain
Senna_occidentalis_NODE_35811_length_1565_cov_188.507373_g17086_i0.p1,1e-4,OG0029044,Senna_occidentalis,F,d,gain
Peltophorum_dubium_NODE_38914_length_1294_cov_305.842752_g19378_i0.p1,0.332121,OG0029044,Peltophorum_dubium,F,f,gain
Peltophorum_africanum_NODE_33019_length_1629_cov_296.270566_g16878_i0.p1,0.21163,OG0029044,Peltophorum_africanum,M,f,gain
Peltophorum_dubium_NODE_36262_length_1412_cov_826.353249_g9742_i1.p1,1.55827,OG0029047,Peltophorum_dubium,F,f,gain
Senna_didymobotrya_NODE_38730_length_1257_cov_830.214527_g10533_i1.p1,999,OG0029047,Senna_didymobotrya,F,e,gain
Senna_italica_NODE_39308_length_1462_cov_2682.037437_g16354_i1.p1,0.73886,OG0029047,Senna_italica,M,e,gain
Senna_barclayana_NODE_27880_length_1612_cov_2328.922027_g5809_i2.p1,0.53788,OG0029047,Senna_barclayana,M,d,gain
Senna_occidentalis_NODE_8783_length_3416_cov_1063.413102_g4765_i0.p2,1e-4,OG0029047,Senna_occidentalis,F,d,gain
Peltophorum_africanum_NODE_33265_length_1618_cov_779.138511_g8258_i1.p1,999,OG0029047,Peltophorum_africanum,M,f,gain
Peltophorum_dubium_NODE_22124_length_2114_cov_223.337090_g11946_i0.p1,999,OG0029048,Peltophorum_dubium,F,f,gain
Peltophorum_africanum_NODE_33318_length_1616_cov_353.556060_g17014_i0.p1,0.402661,OG0029048,Peltophorum_africanum,M,f,gain
Senna_didymobotrya_NODE_28462_length_1705_cov_342.760417_g15193_i0.p1,1e-4,OG0029048,Senna_didymobotrya,F,e,gain
Senna_italica_NODE_35183_length_1643_cov_549.498726_g16955_i0.p1,1e-4,OG0029048,Senna_italica,M,e,gain
Senna_occidentalis_NODE_32222_length_1729_cov_321.874396_g15594_i0.p2,1e-4,OG0029048,Senna_occidentalis,F,d,gain
Senna_barclayana_NODE_26595_length_1677_cov_232.759352_g14241_i0.p2,1e-4,OG0029048,Senna_barclayana,M,d,gain
Senna_italica_NODE_34762_length_1663_cov_26.929560_g16792_i0.p1,1.7698,OG0029049,Senna_italica,M,e,gain
Senna_barclayana_NODE_22051_length_1921_cov_104.761364_g12030_i0.p1,1e-4,OG0029049,Senna_barclayana,M,d,gain
Senna_occidentalis_NODE_33321_length_1678_cov_150.138941_g16061_i0.p1,1e-4,OG0029049,Senna_occidentalis,F,d,gain
Senna_didymobotrya_NODE_27872_length_1733_cov_37.901807_g14901_i0.p1,999,OG0029049,Senna_didymobotrya,F,e,gain
Peltophorum_dubium_NODE_32535_length_1586_cov_14.463318_g16616_i0.p1,0.194686,OG0029049,Peltophorum_dubium,F,f,gain
Peltophorum_africanum_NODE_33446_length_1611_cov_35.450585_g17065_i0.p1,2.21785,OG0029049,Peltophorum_africanum,M,f,gain
Peltophorum_dubium_NODE_31797_length_1619_cov_34.644890_g16295_i0.p1,0.191952,OG0029051,Peltophorum_dubium,F,f,gain
Senna_didymobotrya_NODE_28325_length_1712_cov_55.020134_g15130_i0.p1,0.0882442,OG0029051,Senna_didymobotrya,F,e,gain
Senna_italica_NODE_31597_length_1808_cov_124.643228_g15526_i0.p1,0.41724,OG0029051,Senna_italica,M,e,gain
Senna_barclayana_NODE_34018_length_1315_cov_31.709340_g17798_i0.p1,1e-4,OG0029051,Senna_barclayana,M,d,gain
Senna_occidentalis_NODE_34524_length_1625_cov_23.427835_g16548_i0.p1,1.34211,OG0029051,Senna_occidentalis,F,d,gain
Peltophorum_africanum_NODE_33512_length_1608_cov_98.709446_g17091_i0.p1,0.227921,OG0029051,Peltophorum_africanum,M,f,gain
Peltophorum_dubium_NODE_36443_length_1405_cov_63.387387_g18270_i0.p1,0.471266,OG0029052,Peltophorum_dubium,F,f,gain
Senna_barclayana_NODE_27529_length_1629_cov_48.889460_g14689_i0.p1,0.206465,OG0029052,Senna_barclayana,M,d,gain
Senna_occidentalis_NODE_37438_length_1490_cov_59.257586_g17802_i0.p1,1e-4,OG0029052,Senna_occidentalis,F,d,gain
Senna_didymobotrya_NODE_32799_length_1516_cov_29.959806_g17213_i0.p1,0.635497,OG0029052,Senna_didymobotrya,F,e,gain
Senna_italica_NODE_36512_length_1586_cov_45.174488_g17474_i0.p1,0.301426,OG0029052,Senna_italica,M,e,gain
Peltophorum_africanum_NODE_33553_length_1606_cov_66.377038_g17108_i0.p1,0.202762,OG0029052,Peltophorum_africanum,M,f,gain
Senna_barclayana_NODE_11201_length_2716_cov_49.961029_g6419_i0.p1,1e-4,OG0029053,Senna_barclayana,M,d,gain
Senna_occidentalis_NODE_12896_length_2946_cov_80.943613_g6864_i0.p2,1e-4,OG0029053,Senna_occidentalis,F,d,gain
Senna_italica_NODE_3589_length_4485_cov_109.910698_g2137_i0.p1,1.08841,OG0029053,Senna_italica,M,e,gain
Senna_didymobotrya_NODE_40033_length_1201_cov_20.912234_g6390_i1.p1,999,OG0029053,Senna_didymobotrya,F,e,gain
Peltophorum_dubium_NODE_4161_length_4054_cov_58.932680_g2485_i0.p2,0.159561,OG0029053,Peltophorum_dubium,F,f,gain
Peltophorum_africanum_NODE_3360_length_4292_cov_59.382318_g2088_i0.p1,0.358953,OG0029053,Peltophorum_africanum,M,f,gain
Peltophorum_dubium_NODE_36933_length_1382_cov_323.650879_g18484_i0.p1,0.254083,OG0029054,Peltophorum_dubium,F,f,gain
Senna_didymobotrya_NODE_36952_length_1333_cov_1277.069841_g19168_i0.p2,1e-4,OG0029054,Senna_didymobotrya,F,e,gain
Senna_italica_NODE_41816_length_1356_cov_1911.049104_g19636_i0.p1,1e-4,OG0029054,Senna_italica,M,e,gain
Senna_occidentalis_NODE_50397_length_938_cov_986.945665_g18979_i2.p1,1.1454,OG0029054,Senna_occidentalis,F,d,gain
Senna_barclayana_NODE_41367_length_986_cov_673.833516_g18764_i1.p1,1.18756,OG0029054,Senna_barclayana,M,d,gain
Peltophorum_africanum_NODE_33628_length_1602_cov_431.648790_g17135_i0.p1,1e-4,OG0029054,Peltophorum_africanum,M,f,gain
Senna_italica_NODE_40879_length_1395_cov_450.900908_g19232_i0.p1,0.333194,OG0029055,Senna_italica,M,e,gain
Senna_didymobotrya_NODE_27330_length_1760_cov_237.231180_g14644_i0.p1,0.504162,OG0029055,Senna_didymobotrya,F,e,gain
Senna_barclayana_NODE_35331_length_1252_cov_173.698049_g18465_i0.p1,1e-4,OG0029055,Senna_barclayana,M,d,gain
Senna_occidentalis_NODE_40728_length_1342_cov_390.856580_g19291_i0.p1,1e-4,OG0029055,Senna_occidentalis,F,d,gain
Peltophorum_dubium_NODE_41911_length_1168_cov_187.189954_g20788_i0.p1,0.676658,OG0029055,Peltophorum_dubium,F,f,gain
Peltophorum_africanum_NODE_33854_length_1592_cov_493.401580_g17230_i0.p2,0.154597,OG0029055,Peltophorum_africanum,M,f,gain
Peltophorum_dubium_NODE_32502_length_1587_cov_76.265522_g16602_i0.p1,999,OG0029056,Peltophorum_dubium,F,f,gain
Senna_barclayana_NODE_30259_length_1493_cov_58.180986_g15942_i0.p1,1e-4,OG0029056,Senna_barclayana,M,d,gain
Senna_occidentalis_NODE_32353_length_1723_cov_107.535152_g15646_i0.p1,1e-4,OG0029056,Senna_occidentalis,F,d,gain
Senna_didymobotrya_NODE_21801_length_2042_cov_38.330625_g11915_i0.p1,0.570535,OG0029056,Senna_didymobotrya,F,e,gain
Senna_italica_NODE_31660_length_1805_cov_194.205543_g15547_i0.p1,0.163128,OG0029056,Senna_italica,M,e,gain
